960,704
2880,832
3904,64
5824,64
8640,576
9664,64
11584,64
13504,64
15424,64
17344,64
19264,64
21184,64
23104,64
25024,64
26944,64
28864,64
960,1472
1984,1344
3904,1344
5824,1344
8640,1856
9664,1344
11584,1344
13504,1344
16320,1984
17344,1344
19264,1344
21184,1344
23104,1344
25024,1344
27840,1984
28864,1344
960,2752
1984,2624
3904,2624
5824,2624
8640,3520
9920,3264
11584,2624
13504,2624
15424,2624
17344,2624
19264,2624
21184,2624
23104,2624
25024,2624
26944,2624
28864,2624
960,4928
3520,4544
3904,3904
6720,4672
8640,4928
9664,3904
11584,3904
13504,3904
15424,3904
17344,3904
19264,3904
21184,3904
23104,3904
25280,4160
26944,3904
28864,3904
320,5952
3648,6208
5312,6208
6720,6080
8640,5952
9664,5184
11584,5184
13504,5184
15424,5184
17344,5184
19264,5184
21184,5184
23104,5184
26688,5824
28608,5824
28992,5824
960,7360
2880,7360
4800,7104
6720,7360
7744,6464
9664,6464
11584,6464
13504,6464
15424,6464
17344,6464
19264,6464
21184,6464
23104,6464
25920,7104
26944,6464
28864,6464
960,7872
2880,8768
4800,8640
6720,8512
7744,7744
11200,8640
12480,8384
13504,7744
15424,7744
17600,8768
19264,7744
21184,7744
23104,7744
25024,7744
26944,7744
28864,7744
960,9152
2880,9920
4800,9280
6720,9280
7744,9024
9664,9024
11584,9024
13504,9024
15424,9024
17344,9024
19264,9024
21184,9024
23104,9024
25024,9024
26944,9024
28864,9024
